cancer,edin,p50,is_tumor
LGG,0.12,0.0667,True
LIHC,0.03,0.1000,True
LIHC,0.02,0.1000,False
LUAD,0.06,0.0588,True
LUAD,0.02,0.0513,False
LUSC,0.09,0.0625,True
LUSC,0.1,0.0812,False
MESO,0.08,0.0769,True
OV,0.09,0.0440,True
PAAD,0.01,0.0813,True
PCPG,0.07,0.0697,True
PRAD,0.06,0.0667,True
PRAD,0.06,0.0718,False
READ,0.07,0.0625,True
SARC,0.09,0.0667,True
SKCM,0.07,0.0526,True
STAD,0.14,0.0606,True
TGCT,0.13,0.0507,True
THCA,0.08,0.0714,True
THCA,0.16,0.0625,False
THYM,0.05,0.0445,True
UCEC,0.07,0.0742,True
UCEC,0.06,0.0588,False
UCS,0.05,0.0679,True
UVM,0.02,0.0871,True
ESCA,0.09,0.0667,False
ACC,0.06,0.0909,True
BLCA,0.14,0.0682,True
BLCA,0.11,0.0556,False
BRCA,0.17,0.0556,True
BRCA,0.11,0.0606,False
CESC,0.16,0.0526,True
CESC,0.33,0.0609,False
CHOL,0.08,0.0952,True
COAD,0.06,0.0714,True
COAD,0.1,0.0909,False
DLBC,0.04,0.0357,True
ESCA,0.31,0.0548,True
ESCA,0.18,0.0503,False
GBM,0.21,0.0556,True
HNSC,0.15,0.0667,True
HNSC,0.14,0.0611,False
KICH,0.08,0.0625,True
KICH,0.17,0.0526,False
KIRC,0.14,0.0597,True
KIRC,0.11,0.0556,False
KIRP,0.08,0.0833,True
KIRP,0.09,0.0667,False
LAML,0.05,0.0742,True
LGG,0.25,0.0625,True
LIHC,0.04,0.0871,True
LIHC,0.04,0.1667,False
LUAD,0.12,0.0588,True
LUAD,0.1,0.0742,False
LUSC,0.15,0.0625,True
LUSC,0.14,0.0468,False
MESO,0.13,0.0606,True
OV,0.25,0.0556,True
PAAD,0.12,0.0625,True
PAAD,0.25,0.0526,False
PCPG,0.14,0.0742,True
PRAD,0.13,0.0667,True
PRAD,0.17,0.0952,False
READ,0.09,0.0679,True
READ,0.1,0.0714,False
SARC,0.2,0.0625,True
SARC,0.5,0.0588,False
SKCM,0.13,0.0500,True
STAD,0.22,0.0606,True
STAD,0.19,0.0584,False
TGCT,0.12,0.0417,True
THCA,0.16,0.0588,True
THCA,0.09,0.0556,False
THYM,0.16,0.0500,True
UCEC,0.13,0.0714,True
UCEC,0.17,0.0526,False
UCS,0.18,0.0635,True
UVM,0.11,0.0588,True
ACC,0.06,0.0909,True
BLCA,0.19,0.0682,True
BLCA,0.11,0.0625,False
BRCA,0.23,0.0625,True
BRCA,0.13,0.0556,False
CESC,0.21,0.0625,True
CHOL,0.08,0.1429,True
CHOL,0.11,0.1000,False
COAD,0.1,0.0769,True
COAD,0.07,0.0769,False
DLBC,0.06,0.0357,True
ESCA,0.36,0.0572,True
ESCA,0.18,0.0410,False
GBM,0.27,0.0588,True
GBM,0.2,0.0606,False
HNSC,0.17,0.0656,True
HNSC,0.11,0.0526,False
KICH,0.03,0.0625,True
KICH,0.33,0.0667,False
KIRC,0.15,0.0556,True
KIRC,0.24,0.0714,False
KIRP,0.12,0.0833,True
KIRP,0.25,0.1111,False
LAML,0.1,0.0742,True
LGG,0.25,0.0667,True
LIHC,0.08,0.0909,True
LIHC,0.04,0.0871,False
LUAD,0.19,0.0625,True
LUAD,0.15,0.0667,False
LUSC,0.17,0.0588,True
LUSC,0.16,0.0455,False
MESO,0.13,0.0667,True
OV,0.37,0.0667,True
PAAD,0.12,0.0741,True
PCPG,0.14,0.0714,True
PCPG,0.33,0.0645,False
PRAD,0.15,0.0667,True
PRAD,0.15,0.0541,False
READ,0.1,0.0591,True
READ,0.1,0.1000,False
SARC,0.27,0.0667,True
SARC,0.5,0.0625,False
SKCM,0.18,0.0548,True
STAD,0.29,0.0625,True
STAD,0.06,0.0291,False
TGCT,0.2,0.0435,True
THCA,0.16,0.0679,True
THCA,0.14,0.0691,False
THYM,0.12,0.0393,True
UCEC,0.16,0.0833,True
UCEC,0.11,0.0606,False
UCS,0.18,0.0769,True
UVM,0.1,0.0588,True
ACC,0.04,0.1176,True
BLCA,0.18,0.0714,True
BLCA,0.16,0.0667,False
BRCA,0.23,0.0625,True
BRCA,0.19,0.0691,False
CESC,0.23,0.0616,True
CESC,0.67,0.0955,False
CHOL,0.11,0.1000,True
COAD,0.18,0.0833,True
COAD,0.1,0.0774,False
DLBC,0.25,0.0833,True
ESCA,0.4,0.0594,True
ESCA,0.45,0.0723,False
GBM,0.33,0.0667,True
GBM,0.6,0.0679,False
HNSC,0.23,0.0817,True
HNSC,0.14,0.0691,False
KICH,0.22,0.0871,True
KICH,0.08,0.0500,False
KIRC,0.21,0.0667,True
KIRC,0.21,0.0742,False
KIRP,0.11,0.0769,True
KIRP,0.19,0.0714,False
LAML,0.11,0.0833,True
LGG,0.27,0.0714,True
LIHC,0.06,0.0871,True
LIHC,0.04,0.1334,False
LUAD,0.16,0.0714,True
LUAD,0.15,0.0833,False
LUSC,0.19,0.0645,True
LUSC,0.39,0.0667,False
MESO,0.12,0.0955,True
OV,0.29,0.0571,True
PAAD,0.15,0.0769,True
PAAD,0.5,0.1010,False
PCPG,0.2,0.0769,True
PRAD,0.19,0.0714,True
PRAD,0.19,0.0750,False
READ,0.16,0.0769,True
READ,0.2,0.0885,False
SARC,0.27,0.0769,True
SKCM,0.24,0.0667,True
STAD,0.29,0.0667,True
STAD,0.22,0.0938,False
TGCT,0.26,0.0556,True
THCA,0.22,0.0714,True
THCA,0.21,0.0625,False
THYM,0.26,0.0606,True
THYM,0.5,0.0479,False
UCEC,0.19,0.0794,True
UCEC,0.23,0.0691,False
UCS,0.2,0.0732,True
UVM,0.16,0.0588,True
ACC,0.04,0.0611,True
BLCA,0.08,0.0588,True
BLCA,0.05,0.0526,False
BRCA,0.15,0.0588,True
BRCA,0.15,0.0679,False
CESC,0.11,0.0556,True
CHOL,0.06,0.1334,True
COAD,0.04,0.0625,True
COAD,0.02,0.0714,False
DLBC,0.04,0.0400,True
ESCA,0.23,0.0431,True
ESCA,0.18,0.0391,False
GBM,0.27,0.0526,True
GBM,0.2,0.0769,False
HNSC,0.1,0.0625,True
HNSC,0.14,0.0742,False
KICH,0.12,0.0667,True
KICH,0.04,0.0393,False
KIRC,0.1,0.0526,True
KIRC,0.14,0.0714,False
KIRP,0.05,0.0718,True
KIRP,0.16,0.0769,False
LAML,0.05,0.0909,True
LGG,0.18,0.0625,True
LIHC,0.04,0.0833,True
LIHC,0.02,0.0769,False
LUAD,0.12,0.0645,True
LUAD,0.1,0.0714,False
LUSC,0.12,0.0556,True
LUSC,0.16,0.0526,False
MESO,0.1,0.0628,True
OV,0.24,0.0556,True
PAAD,0.08,0.0801,True
PAAD,0.25,0.0625,False
PCPG,0.1,0.0704,True
PRAD,0.12,0.0691,True
PRAD,0.13,0.0976,False
READ,0.12,0.0769,True
SARC,0.13,0.0625,True
SARC,0.5,0.0556,False
SKCM,0.13,0.0556,True
STAD,0.16,0.0500,True
STAD,0.09,0.0625,False
TGCT,0.13,0.0408,True
THCA,0.14,0.0714,True
THCA,0.07,0.0572,False
THYM,0.13,0.0455,True
UCEC,0.11,0.0769,True
UCEC,0.14,0.0788,False
UCS,0.09,0.0540,True
UVM,0.1,0.0714,True
ACC,0.04,0.0556,True
BLCA,0.18,0.0769,True
BLCA,0.32,0.0646,False
BRCA,0.24,0.0714,True
BRCA,0.2,0.0667,False
CESC,0.14,0.0500,True
CESC,0.67,0.1167,False
CHOL,0.14,0.0833,True
COAD,0.11,0.0714,True
COAD,0.1,0.0917,False
DLBC,0.17,0.0572,True
ESCA,0.46,0.0671,True
ESCA,0.27,0.0833,False
GBM,0.33,0.0667,True
GBM,0.6,0.1200,False
HNSC,0.17,0.0714,True
HNSC,0.18,0.0801,False
KICH,0.11,0.0801,True
KICH,0.17,0.0588,False
KIRC,0.23,0.0625,True
KIRC,0.28,0.0833,False
KIRP,0.14,0.0718,True
KIRP,0.25,0.0697,False
LAML,0.09,0.0801,True
LGG,0.33,0.0714,True
LIHC,0.05,0.0909,True
LIHC,0.02,0.0833,False
LUAD,0.19,0.0728,True
LUAD,0.12,0.0801,False
LUSC,0.22,0.0714,True
LUSC,0.33,0.0714,False
MESO,0.16,0.0833,True
OV,0.41,0.0714,True
PAAD,0.15,0.0801,True
PAAD,0.5,0.1146,False
PCPG,0.2,0.0742,True
PRAD,0.22,0.0801,True
PRAD,0.33,0.0667,False
READ,0.11,0.0769,True
READ,0.1,0.0667,False
SARC,0.36,0.0833,True
SARC,0.5,0.0556,False
SKCM,0.24,0.0667,True
STAD,0.31,0.0652,True
STAD,0.28,0.0693,False
TGCT,0.14,0.0476,True
THCA,0.2,0.0769,True
THCA,0.09,0.0870,False
THYM,0.29,0.0667,True
UCEC,0.19,0.0833,True
UCEC,0.31,0.0774,False
UCS,0.18,0.0541,True
UVM,0.18,0.0556,True
ACC,0.03,0.0705,True
BLCA,0.07,0.0588,True
BLCA,0.16,0.0763,False
BRCA,0.11,0.0588,True
BRCA,0.19,0.0656,False
CESC,0.06,0.0476,True
CHOL,0.08,0.0714,True
COAD,0.05,0.0625,True
COAD,0.07,0.0714,False
DLBC,0.04,0.0551,True
ESCA,0.12,0.0339,True
GBM,0.14,0.0534,True
HNSC,0.06,0.0556,True
HNSC,0.02,0.0544,False
KICH,0.05,0.0769,True
KICH,0.12,0.0833,False
KIRC,0.09,0.0526,True
KIRC,0.1,0.0526,False
KIRP,0.05,0.0625,True
KIRP,0.25,0.0625,False
LAML,0.06,0.0691,True
LGG,0.17,0.0667,True
LIHC,0.04,0.0833,True
LUAD,0.08,0.0597,True
LUAD,0.12,0.0741,False
LUSC,0.08,0.0526,True
LUSC,0.08,0.0427,False
MESO,0.08,0.0667,True
OV,0.09,0.0417,True
PAAD,0.08,0.0769,True
PAAD,0.25,0.0588,False
PCPG,0.09,0.0714,True
PRAD,0.06,0.0588,True
PRAD,0.08,0.0526,False
READ,0.03,0.0544,True
SARC,0.13,0.0556,True
SKCM,0.08,0.0556,True
STAD,0.1,0.0455,True
STAD,0.12,0.0571,False
TGCT,0.04,0.0370,True
THCA,0.11,0.0625,True
THCA,0.1,0.0667,False
THYM,0.08,0.0476,True
UCEC,0.05,0.0667,True
UCEC,0.17,0.0667,False
UCS,0.11,0.0576,True
UVM,0.06,0.0646,True
BRCA,0.0,0.0667,True
CESC,0.0,0.0625,True
KIRP,0.03,0.0909,False
THYM,0.01,0.0714,True
ACC,0.08,0.1000,True
BLCA,0.25,0.0833,True
BLCA,0.26,0.1292,False
BRCA,0.35,0.0769,True
BRCA,0.31,0.0714,False
CESC,0.32,0.0667,True
CESC,0.33,0.1039,False
CHOL,0.17,0.0667,True
COAD,0.23,0.0769,True
COAD,0.1,0.0667,False
DLBC,0.27,0.0704,True
ESCA,0.65,0.0820,True
ESCA,0.36,0.0769,False
GBM,0.51,0.0833,True
GBM,0.2,0.0476,False
HNSC,0.3,0.0769,True
HNSC,0.23,0.0909,False
KICH,0.23,0.0833,True
KICH,0.17,0.0488,False
KIRC,0.22,0.0625,True
KIRC,0.31,0.0742,False
KIRP,0.23,0.0909,True
KIRP,0.31,0.0667,False
LAML,0.13,0.0833,True
LGG,0.42,0.0833,True
LIHC,0.11,0.0909,True
LIHC,0.02,0.1333,False
LUAD,0.27,0.0714,True
LUAD,0.15,0.0909,False
LUSC,0.31,0.0714,True
LUSC,0.18,0.0526,False
MESO,0.16,0.0769,True
OV,0.48,0.0909,True
PAAD,0.15,0.0833,True
PAAD,0.25,0.0714,False
PCPG,0.21,0.0801,True
PRAD,0.26,0.0769,True
PRAD,0.31,0.0714,False
READ,0.22,0.0871,True
READ,0.2,0.1102,False
SARC,0.33,0.0714,True
SKCM,0.32,0.0667,True
SKCM,1.0,0.0909,False
STAD,0.46,0.0945,True
STAD,0.06,0.0381,False
TGCT,0.24,0.0494,True
THCA,0.32,0.0769,True
THCA,0.31,0.0667,False
THYM,0.28,0.0645,True
THYM,0.5,0.0614,False
UCEC,0.27,0.0955,True
UCEC,0.37,0.0968,False
UCS,0.23,0.0667,True
UVM,0.14,0.0667,True
ACC,0.01,0.0833,True
BLCA,0.04,0.0556,True
BLCA,0.11,0.0718,False
BRCA,0.05,0.0526,True
BRCA,0.04,0.0586,False
CESC,0.05,0.0556,True
CHOL,0.03,0.1000,True
COAD,0.03,0.0667,True
COAD,0.02,0.0526,False
DLBC,0.04,0.1063,True
ESCA,0.09,0.0381,True
GBM,0.05,0.0417,True
HNSC,0.05,0.0500,True
HNSC,0.07,0.0769,False
KICH,0.03,0.0729,True
KIRC,0.04,0.0528,True
KIRC,0.06,0.0611,False
KIRP,0.01,0.0532,True
KIRP,0.06,0.0749,False
LAML,0.02,0.0767,True
LGG,0.07,0.0588,True
LIHC,0.02,0.0833,True
LUAD,0.05,0.0588,True
LUSC,0.04,0.0455,True
LUSC,0.02,0.0500,False
MESO,0.05,0.0572,True
OV,0.06,0.0396,True
PAAD,0.04,0.0801,True
PCPG,0.03,0.0625,True
PRAD,0.04,0.0588,True
PRAD,0.04,0.0882,False
READ,0.1,0.1000,False
SARC,0.05,0.0556,True
SKCM,0.04,0.0455,True
STAD,0.05,0.0400,True
TGCT,0.03,0.0318,True
THCA,0.04,0.0625,True
THCA,0.03,0.0417,False
THYM,0.07,0.0556,True
UCEC,0.05,0.0591,True
UCEC,0.09,0.0556,False
UCS,0.04,0.0667,True
UVM,0.02,0.0834,True
ACC,0.01,0.1000,True
BLCA,0.01,0.0370,True
BRCA,0.02,0.0400,True
BRCA,0.01,0.0476,False
CESC,0.01,0.0400,True
COAD,0.0,0.0476,True
ESCA,0.02,0.0333,True
GBM,0.01,0.0450,True
HNSC,0.0,0.0323,True
HNSC,0.05,0.0784,False
KIRC,0.01,0.0345,True
KIRC,0.01,0.0556,False
KIRP,0.01,0.0769,True
LAML,0.01,0.0611,True
LGG,0.01,0.0400,True
LIHC,0.02,0.0625,True
LUAD,0.01,0.0435,True
LUAD,0.02,0.0806,False
LUSC,0.01,0.0385,True
LUSC,0.04,0.0769,False
OV,0.02,0.0299,True
PAAD,0.01,0.0801,True
PCPG,0.01,0.0456,True
PRAD,0.01,0.0588,True
READ,0.01,0.0625,True
SARC,0.02,0.0323,True
SKCM,0.01,0.0357,True
STAD,0.02,0.0377,True
TGCT,0.01,0.0278,True
THCA,0.01,0.0500,True
UCEC,0.01,0.0435,True
UVM,0.01,0.0769,True
ACC,0.03,0.0595,True
BLCA,0.22,0.0714,True
BLCA,0.16,0.0455,False
BRCA,0.22,0.0588,True
BRCA,0.09,0.0488,False
CESC,0.16,0.0455,True
CESC,0.33,0.0482,False
CHOL,0.11,0.0556,True
COAD,0.15,0.0667,True
COAD,0.15,0.0691,False
DLBC,0.06,0.0357,True
ESCA,0.46,0.0588,True
ESCA,0.36,0.0895,False
GBM,0.27,0.0580,True
HNSC,0.19,0.0556,True
HNSC,0.14,0.0667,False
KICH,0.12,0.0769,True
KICH,0.25,0.0625,False
KIRC,0.17,0.0548,True
KIRC,0.11,0.0500,False
KIRP,0.15,0.0714,True
KIRP,0.19,0.0548,False
LAML,0.13,0.0667,True
LGG,0.27,0.0588,True
LIHC,0.14,0.0833,True
LIHC,0.02,0.1000,False
LUAD,0.24,0.0667,True
LUAD,0.2,0.0556,False
LUSC,0.2,0.0500,True
LUSC,0.16,0.0400,False
MESO,0.22,0.0769,True
OV,0.33,0.0625,True
PAAD,0.15,0.0714,True
PAAD,0.25,0.0909,False
PCPG,0.21,0.0667,True
PCPG,0.33,0.0909,False
PRAD,0.17,0.0606,True
PRAD,0.15,0.0541,False
READ,0.2,0.0588,True
READ,0.2,0.0620,False
SARC,0.28,0.0588,True
SKCM,0.19,0.0507,True
SKCM,1.0,0.0526,False
STAD,0.33,0.0612,True
STAD,0.31,0.0769,False
TGCT,0.19,0.0385,True
THCA,0.16,0.0556,True
THCA,0.14,0.0500,False
THYM,0.19,0.0435,True
UCEC,0.2,0.0769,True
UCEC,0.23,0.0556,False
UCS,0.25,0.0526,True
UVM,0.14,0.0625,True
BLCA,0.02,0.0714,True
BLCA,0.11,0.0409,False
BRCA,0.02,0.0357,True
BRCA,0.02,0.0385,False
COAD,0.02,0.0714,True
ESCA,0.04,0.0290,True
ESCA,0.36,0.0577,False
GBM,0.01,0.0417,True
HNSC,0.02,0.0426,True
KICH,0.02,0.0551,True
KIRC,0.02,0.0370,True
KIRC,0.04,0.0741,False
KIRP,0.02,0.0526,True
KIRP,0.03,0.0480,False
LAML,0.03,0.0714,True
LGG,0.01,0.0345,True
LIHC,0.01,0.0682,True
LIHC,0.02,0.0833,False
LUAD,0.01,0.0333,True
LUAD,0.05,0.0588,False
LUSC,0.01,0.0351,True
LUSC,0.04,0.0417,False
MESO,0.06,0.0714,True
OV,0.04,0.0370,True
PAAD,0.02,0.0541,True
PCPG,0.01,0.0540,True
PRAD,0.02,0.0417,True
PRAD,0.04,0.0588,False
READ,0.03,0.0769,True
SARC,0.02,0.0445,True
SKCM,0.01,0.0312,True
SKCM,1.0,0.0625,False
STAD,0.04,0.0400,True
THCA,0.02,0.0435,True
THCA,0.02,0.0541,False
UCEC,0.02,0.0667,True
UCEC,0.03,0.0426,False
BLCA,0.0,0.0417,True
BRCA,0.01,0.0400,True
CESC,0.01,0.0316,True
CHOL,0.03,0.0503,True
COAD,0.01,0.0556,True
GBM,0.01,0.0455,True
HNSC,0.01,0.0384,True
KICH,0.03,0.0556,True
KIRC,0.01,0.0426,True
KIRC,0.01,0.0560,False
KIRP,0.0,0.0370,True
KIRP,0.03,0.0513,False
LAML,0.01,0.0533,True
LGG,0.01,0.0417,True
LIHC,0.01,0.1000,True
LIHC,0.02,0.1000,False
LUAD,0.02,0.0436,True
LUAD,0.03,0.0750,False
LUSC,0.01,0.0303,True
LUSC,0.04,0.0400,False
MESO,0.02,0.0834,True
OV,0.01,0.0263,True
PAAD,0.01,0.1000,True
PCPG,0.02,0.0651,True
PRAD,0.01,0.0535,True
SARC,0.01,0.0400,True
SKCM,0.01,0.0359,True
STAD,0.02,0.0351,True
TGCT,0.01,0.0278,True
THCA,0.01,0.0478,True
THCA,0.02,0.0767,False
UCEC,0.01,0.0714,True
UCS,0.04,0.0588,True
UVM,0.02,0.0714,True
ACC,0.06,0.0635,True
BLCA,0.04,0.0526,True
BLCA,0.05,0.0714,False
BRCA,0.05,0.0417,True
BRCA,0.04,0.0385,False
CESC,0.05,0.0417,True
CHOL,0.06,0.0476,True
COAD,0.02,0.0478,True
COAD,0.02,0.0682,False
ESCA,0.08,0.0377,True
GBM,0.04,0.0490,True
HNSC,0.05,0.0526,True
KICH,0.05,0.0711,True
KICH,0.04,0.0769,False
KIRC,0.05,0.0526,True
KIRC,0.06,0.0556,False
KIRP,0.04,0.0625,True
LAML,0.01,0.0556,True
LGG,0.04,0.0455,True
LIHC,0.03,0.0714,True
LUAD,0.04,0.0496,True
LUSC,0.05,0.0513,True
LUSC,0.02,0.0339,False
MESO,0.02,0.0551,True
OV,0.03,0.0288,True
PAAD,0.06,0.0667,True
PCPG,0.05,0.0646,True
PRAD,0.03,0.0476,True
PRAD,0.13,0.0557,False
READ,0.03,0.0596,True
SARC,0.03,0.0406,True
SKCM,0.03,0.0345,True
STAD,0.05,0.0417,True
TGCT,0.04,0.0263,True
THCA,0.05,0.0488,True
THYM,0.06,0.0500,True
UCEC,0.03,0.0588,True
UCEC,0.06,0.0871,False
UCS,0.07,0.0526,True
UVM,0.01,0.0370,True
ACC,0.03,0.1167,True
BLCA,0.12,0.0625,True
BLCA,0.05,0.0875,False
BRCA,0.14,0.0541,True
BRCA,0.06,0.0500,False
CESC,0.09,0.0476,True
CHOL,0.08,0.0528,True
COAD,0.09,0.0625,True
COAD,0.07,0.0769,False
ESCA,0.34,0.0571,True
ESCA,0.09,0.0417,False
GBM,0.18,0.0556,True
HNSC,0.11,0.0556,True
HNSC,0.07,0.0909,False
KICH,0.09,0.0667,True
KICH,0.04,0.0909,False
KIRC,0.1,0.0556,True
KIRC,0.06,0.0526,False
KIRP,0.08,0.0667,True
KIRP,0.06,0.0551,False
LAML,0.04,0.0718,True
LGG,0.12,0.0588,True
LIHC,0.05,0.0742,True
LIHC,0.02,0.0667,False
LUAD,0.1,0.0588,True
LUAD,0.08,0.0871,False
LUSC,0.11,0.0526,True
LUSC,0.12,0.0714,False
MESO,0.08,0.0628,True
OV,0.25,0.0556,True
PAAD,0.05,0.0667,True
PCPG,0.09,0.0718,True
PRAD,0.05,0.0500,True
PRAD,0.12,0.0500,False
READ,0.08,0.0541,True
SARC,0.17,0.0588,True
SKCM,0.09,0.0435,True
STAD,0.29,0.0714,True
STAD,0.06,0.0426,False
TGCT,0.13,0.0436,True
THCA,0.09,0.0556,True
THCA,0.07,0.0625,False
THYM,0.09,0.0417,True
UCEC,0.1,0.0833,True
UCEC,0.09,0.0714,False
UCS,0.11,0.0528,True
UVM,0.06,0.0667,True
ACC,0.01,0.0588,True
BLCA,0.06,0.0714,True
BLCA,0.05,0.0909,False
BRCA,0.14,0.0690,True
BRCA,0.08,0.0513,False
CESC,0.07,0.0588,True
COAD,0.05,0.0742,True
DLBC,0.04,0.0500,True
ESCA,0.54,0.0714,True
ESCA,0.27,0.0556,False
GBM,0.31,0.0714,True
HNSC,0.08,0.0667,True
HNSC,0.05,0.0839,False
KICH,0.03,0.0711,True
KICH,0.12,0.0556,False
KIRC,0.11,0.0625,True
KIRC,0.15,0.0714,False
KIRP,0.04,0.0769,True
KIRP,0.03,0.0625,False
LAML,0.07,0.0909,True
LGG,0.09,0.0667,True
LIHC,0.03,0.0909,True
LIHC,0.02,0.1000,False
LUAD,0.07,0.0667,True
LUAD,0.07,0.0871,False
LUSC,0.13,0.0679,True
LUSC,0.08,0.0606,False
MESO,0.02,0.0526,True
OV,0.5,0.0816,True
PAAD,0.02,0.0763,True
PCPG,0.03,0.0769,True
PRAD,0.08,0.0714,True
PRAD,0.12,0.0691,False
READ,0.04,0.0769,True
READ,0.1,0.2143,False
SARC,0.12,0.0714,True
SARC,0.5,0.1818,False
SKCM,0.09,0.0556,True
STAD,0.44,0.0857,True
STAD,0.22,0.0774,False
TGCT,0.09,0.0435,True
THCA,0.09,0.0769,True
THCA,0.12,0.0769,False
THYM,0.02,0.0500,True
UCEC,0.12,0.1000,True
UCEC,0.11,0.1167,False
UCS,0.09,0.0714,True
UVM,0.02,0.0955,True
ACC,0.03,0.0750,True
BLCA,0.01,0.0769,True
BRCA,0.02,0.0625,True
BRCA,0.05,0.0909,False
CESC,0.01,0.0455,True
COAD,0.01,0.0833,True
DLBC,0.02,0.0430,True
ESCA,0.04,0.0455,True
GBM,0.05,0.0625,True
HNSC,0.02,0.0646,True
HNSC,0.02,0.0714,False
KICH,0.02,0.0833,True
KICH,0.04,0.0500,False
KIRC,0.01,0.0679,True
KIRC,0.03,0.0817,False
KIRP,0.03,0.0833,False
LAML,0.01,0.0909,True
LGG,0.03,0.0588,True
LUAD,0.03,0.0742,True
LUSC,0.03,0.0667,True
MESO,0.01,0.0625,True
OV,0.05,0.0385,True
PAAD,0.01,0.0833,True
PAAD,0.25,0.0833,False
PCPG,0.02,0.0611,True
PRAD,0.02,0.0769,True
PRAD,0.02,0.0909,False
READ,0.03,0.0714,True
SARC,0.03,0.0606,True
SKCM,0.03,0.0625,True
STAD,0.06,0.0543,True
STAD,0.06,0.0625,False
TGCT,0.03,0.0385,True
THCA,0.01,0.0769,True
THCA,0.02,0.0556,False
THYM,0.02,0.0513,True
UCEC,0.02,0.1000,True
UCEC,0.06,0.1223,False
BLCA,0.02,0.0541,True
BLCA,0.05,0.1250,False
BRCA,0.03,0.0500,True
BRCA,0.04,0.0667,False
CESC,0.04,0.0588,True
COAD,0.01,0.0667,True
COAD,0.05,0.0670,False
ESCA,0.03,0.0357,True
GBM,0.01,0.0385,True
GBM,0.2,0.0526,False
HNSC,0.02,0.0500,True
HNSC,0.02,0.0551,False
KIRC,0.03,0.0526,True
KIRC,0.03,0.0774,False
KIRP,0.07,0.0667,True
KIRP,0.03,0.0765,False
LGG,0.03,0.0625,True
LIHC,0.02,0.0801,True
LUAD,0.03,0.0714,True
LUAD,0.03,0.0634,False
LUSC,0.02,0.0385,True
LUSC,0.02,0.0613,False
MESO,0.03,0.0588,True
OV,0.03,0.0290,True
PAAD,0.04,0.0651,True
PCPG,0.03,0.0714,True
PRAD,0.02,0.0667,True
PRAD,0.02,0.0526,False
READ,0.01,0.0585,True
SARC,0.02,0.0478,True
SKCM,0.01,0.0333,True
STAD,0.03,0.0393,True
STAD,0.06,0.0500,False
TGCT,0.01,0.0455,True
THCA,0.01,0.0500,True
THCA,0.02,0.0588,False
THYM,0.01,0.0357,True
UCEC,0.02,0.0556,True
UCEC,0.06,0.0718,False
UVM,0.01,0.0435,True
ACC,0.01,0.0714,True
BLCA,0.07,0.0625,True
BLCA,0.21,0.0871,False
BRCA,0.12,0.0603,True
BRCA,0.1,0.0526,False
CESC,0.1,0.0714,True
CESC,0.33,0.0728,False
CHOL,0.03,0.0526,True
COAD,0.06,0.0667,True
COAD,0.02,0.0769,False
DLBC,0.04,0.0456,True
ESCA,0.21,0.0471,True
GBM,0.12,0.0526,True
GBM,0.2,0.0500,False
HNSC,0.08,0.0526,True
KICH,0.03,0.0885,True
KICH,0.21,0.0714,False
KIRC,0.1,0.0526,True
KIRC,0.08,0.0526,False
KIRP,0.1,0.0588,True
KIRP,0.06,0.0522,False
LAML,0.01,0.0646,True
LGG,0.1,0.0667,True
LIHC,0.02,0.0812,True
LIHC,0.02,0.1000,False
LUAD,0.09,0.0588,True
LUAD,0.1,0.0871,False
LUSC,0.07,0.0556,True
LUSC,0.06,0.0417,False
MESO,0.08,0.0801,True
OV,0.25,0.0588,True
PAAD,0.1,0.0742,True
PCPG,0.05,0.0833,True
PRAD,0.09,0.0625,True
PRAD,0.12,0.0646,False
READ,0.05,0.0742,True
READ,0.1,0.0714,False
SARC,0.11,0.0591,True
SKCM,0.07,0.0526,True
STAD,0.23,0.0588,True
STAD,0.25,0.0690,False
TGCT,0.06,0.0357,True
THCA,0.09,0.0625,True
THCA,0.09,0.0526,False
THYM,0.06,0.0455,True
UCEC,0.13,0.0714,True
UCEC,0.17,0.0588,False
UCS,0.11,0.0591,True
UVM,0.01,0.0476,True
BLCA,0.02,0.0513,True
BRCA,0.04,0.0526,True
BRCA,0.02,0.0468,False
CESC,0.08,0.0625,True
CHOL,0.06,0.0955,True
COAD,0.02,0.0769,True
COAD,0.02,0.0769,False
DLBC,0.04,0.0380,True
ESCA,0.11,0.0345,True
ESCA,0.09,0.0726,False
GBM,0.05,0.0500,True
HNSC,0.04,0.0557,True
KICH,0.02,0.0769,True
KIRC,0.04,0.0646,True
KIRC,0.04,0.0695,False
KIRP,0.06,0.1000,True
KIRP,0.09,0.0749,False
LAML,0.02,0.0714,True
LGG,0.05,0.0625,True
LIHC,0.01,0.1215,True
LUAD,0.03,0.0556,True
LUAD,0.05,0.0909,False
LUSC,0.04,0.0500,True
LUSC,0.02,0.0455,False
MESO,0.02,0.0909,True
OV,0.1,0.0393,True
PAAD,0.03,0.0931,True
PCPG,0.02,0.0909,True
PCPG,0.33,0.0556,False
PRAD,0.03,0.0667,True
READ,0.03,0.0909,True
SARC,0.05,0.0556,True
SKCM,0.03,0.0455,True
STAD,0.07,0.0370,True
STAD,0.03,0.0818,False
TGCT,0.01,0.0323,True
THCA,0.05,0.0714,True
THCA,0.07,0.0588,False
THYM,0.01,0.0400,True
UCEC,0.06,0.0588,True
UCS,0.04,0.0981,True
ACC,0.06,0.0833,True
BLCA,0.21,0.0833,True
BLCA,0.37,0.0981,False
BRCA,0.38,0.0909,True
BRCA,0.26,0.0667,False
CESC,0.32,0.0833,True
